AISLE,SIDE,SECTION,SKU,UPC,DESCRIPTION,TAG ID,RETAIL SECTION,LOCATION
603,302,025,0000001010592,0007339001404,MENTOS MINT CURVY,ECSK2     ,318,2
603,302,026,0000001010687,0007339001405,MENTOS CHEWING GUM,ECSK2     ,318,3
603,302,027,0000001010699,0007339001412,MENTOS PURE WHTE,ECSK2     ,318,3
603,302,028,0000001011135,0001254600606,TRIDENT FP BOTTLE,TGS00     ,318,3
603,302,029,0000001011404,0001254600608,TRIDENT SPEARMINT,TGS00     ,318,3
603,303,001,0000001013423,0003400013860,KIT KAT MINIS,AHSK2     ,318,4
603,303,002,0000001011064,0003400047153,HRSHY YORK MINIS,ECSK2     ,318,1
603,303,003,0000001010868,0004000048433,TWIX BITES,ECS01     ,318,1
603,303,004,0000001010712,0004000042252,SNICKERS BITES,ECS01     ,318,3
603,303,005,0000001011482,0004000000405,MARS TWIX CARAMEL,ECS01     ,318,3
603,303,006,0000001010442,0004000042431,SNICKERS BR MLK,AHSK2     ,318,3
603,303,007,0000001010217,0003400013851,KIT KAT MINIS,AHSK2     ,318,3
603,303,008,0000001011930,0001070080727,PAY DAY KING SZ,ECSK2     ,318,2
603,303,009,0000001011678,0001070080722,PAY DAY CANDY,ECSK2     ,318,3
603,303,010,0000001011132,0002800096585,NSTLE BUTTERFINGER,TGS00     ,318,0
603,303,011,0000001012144,0003400047022,REESES HRSHY CHOC,ECSK2     ,318,2
603,303,012,0000001010152,0003400000229,HRSHY KIT KAT KING,ECSK2     ,318,3
603,303,013,0000001010150,0003400000480,REESES PB CUPS,ECSK2     ,318,4
603,303,014,0000001010258,0004000000263,SNICKERS KING SIZE,ECS01     ,318,3
603,303,015,0000001010153,0004000000432,M&M PEANUT,ECS01     ,318,3
603,303,016,0000001010148,0004000000431,MARS KING SZ BAR,ECS01     ,318,4
603,303,017,0000001011765,0003400000220,HRSHY MLK CHC KING,ECSK2     ,318,2
603,303,018,0000001010144,0003400000221,HRSHY ALMOND KING,ECSK2     ,318,3
603,303,019,0000001013420,0003400000203,REESESTICKS KING,AHSK2     ,318,5
603,303,020,0000001013282,0003400031402,HRSHY GOLD PEANUT,ECSF2     ,318,2
603,303,021,0000001012356,0002800000141,BABY RUTH KING SZE,TGL00     ,318,0
603,303,022,0000001010382,0002800000142,NSTLE BUTTERFINGER,ECS01     ,318,2
603,303,023,0000001010491,0007339000011,MENTOS MINT,AHSK2     ,318,3
603,303,024,0000001010473,0007339000016,MENTOS MNT MX FRT,TGS00     ,318,4
603,304,001,0000001010583,0004000000162,SKITTLES WILD BRY,AHSF2     ,318,2
603,304,002,0000001010486,0002211007980,HUBBA BUBBA TAPE,TGS00     ,318,3
603,304,003,0000001012793,0004111600527,TOPPS JUMPING POP,ECS01     ,318,3
603,304,004,0000001010569,0004111600582,JUICY DROP TAFFY,ECS01     ,318,3
603,304,005,0000001010541,0004111600592,JUICY DROP POP,ECS01     ,318,3
603,304,006,0000001010673,0004111600595,TOPPS BABY BTL POP,ECS01     ,318,3
603,304,007,0000001010128,0004000000051,STARBURST,AHSK2     ,318,3
603,304,008,0000001010882,0002200001464,LIFESAVERS GUMMIES,ECS01     ,318,3
603,304,009,0000001010573,0002200001469,STARBURST MINIS,ECS01     ,318,3
603,304,010,0000001010082,0003400000243,MR GOODBAR,ECSK2     ,318,3
603,304,011,0000001013197,0003400000386,HRSHY BAR TAKE 5,ECSK2     ,318,3
603,304,012,0000001010517,0004000000105,SNICKERS ALMOND,AHSK2     ,318,3
603,304,013,0000001015067,0003400024522,KIT KAT BIG KAT,AHSK2     ,318,2
603,304,014,0000001052001,0004000000266,SKITTLES SOUR,AHSK2     ,318,3
603,304,015,0000001010133,0004000000160,SKITTLES BITE SIZE,AHSK2     ,318,4
603,304,016,0000001015210,0007729091820,PEARSON CANDY NUT,ECS01     ,318,0
603,304,017,0000001011671,0003400000239,HRSHY COOKIES N CR,ECSK2     ,318,3
603,304,018,0000001010009,0001070006080,HEATH CANDY BAR,ECSK2     ,318,3
603,304,019,0000001011675,0003400000330,HSHY YORK MINT,ECSK2     ,318,3
603,304,020,0000001010441,0004000042208,3 MSKTRS 240 CAL,AHSK2     ,318,4
603,304,021,0000001010433,0004000042206,MM MILKY WAY SINGL,AHSK2     ,318,3
603,304,022,0000001012768,0002800001077,BABY RUTH SINGLES,TGS00     ,318,3
603,304,023,0000001010065,0002800013170,CRUNCH SINGLES,TGS00     ,318,3
603,304,024,0000001013027,0000980000052,KINDER JOY,ECS01     ,318,4
603,304,025,0000001011146,0000980012301,FERRERO ROCHER CAN,ECLK2     ,318,2
603,304,026,0000001011673,0003400000246,KIT KAT,ECSK2     ,318,3
603,304,027,0000001010052,0003400000320,ALMOND JOY,ECSK2     ,318,3
603,304,028,0000001010066,0003400000031,MOUNDS BAR DARK,ECSK2     ,318,3
603,304,029,0000001010084,0003400000244,HERSHEY ROLOS,ECSK2     ,318,3
603,304,030,0000001011494,0004000000435,TWIX CARAMEL,AHSK2     ,318,3
603,304,031,0000001010635,0002800020203,BUTTERFINGER BAR S,TGS00     ,318,4
603,304,032,0000001010426,0002800000355,BUTTERFINGER CUP,TGS00     ,318,3
603,304,033,0000001011674,0003400000240,HRSHY MILK CHOC BR,ECSK2     ,318,2
603,304,034,0000001060168,0007022100891,MILKA CHOCOLATE,ECL01     ,318,0
603,304,035,0000001011672,0003400000241,HERSHEY BAR ALMOND,ECSK2     ,318,3
603,304,036,0000001010038,0004000050883,M&MS CARAMEL,TGS00     ,318,4
603,304,037,0000001058473,0007022100720,MILKA & OREO,ECL01     ,318,2
603,304,038,0000001015346,0003400000852,REESES CRUNCHY CKY,ECS01     ,318,2
603,304,039,0000001010033,0003400000163,BIG CUP REESES BIG,ECSK2     ,318,3
603,304,040,0000001011676,0003400000440,REESES CUPS,ECSK2     ,318,3
603,304,041,0000001010077,0004000000032,M&MS CHOC PEANUT,AHSK2     ,318,3
603,304,042,0000001010743,0004000000031,M&MS MILK CHOC,AHSK2     ,318,3
604,101,001,0000001010470,0001254600714,STRIDE SOUR PATCH,ECSK2     ,318,4
604,101,002,0000001010584,0001254600523,STRIDE GUM SF SOUR,TGS00     ,318,3
604,101,003,0000001015468,0002200000089,ORBIT WHT PEPPERMI,ECSF2     ,318,3
604,101,004,0000001015470,0002200000094,ORBIT WHITE SOFT,TGS00     ,318,3
604,101,005,0000001060584,0001254601109,TRIDENT ORIGINAL,ECSK2     ,318,8
604,101,006,0000001010424,0002200001749,JUICY FRUIT,ECSK2     ,318,4
604,101,007,0000001058505,0002200007605,JCY FRUIT STRBRST,TGS00     ,318,3
604,101,008,0000001010725,0001254600783,TRIDENT LYRS SWDSH,TGS00     ,318,4
604,101,009,0000001010062,0001254660002,TRIDENT LAYERS,TGS00     ,318,4
604,101,010,0000001060587,0001254601111,TRIDENT TROP TWIST,ECL01     ,318,3
604,101,011,0000001015463,0001254601172,TRIDENT GUM RSPBRY,ECSK2     ,318,5
604,101,012,0000001060585,0001254601113,TRIDENT WTRMLN,ECL01     ,318,2
604,101,013,0000001013377,0003400070137,ICE BREAKERS,NISC3     ,318,2
604,101,014,0000001056531,0001254600952,STRIDE SPEARMINT,ECSK2     ,318,4
604,101,015,0000001011098,0002200000067,WRIGGLEY STRAWBERY,TGS00     ,318,1
604,101,016,0000001012778,0001254668019,STRIDE SWT PPPRMNT,TGS00     ,318,1
604,101,017,0000001012773,0001254668002,STRIDE WINTERBLUE,AHSK2     ,318,1
604,101,018,0000001056529,0001254600945,STRIDE ICY MINT,ECLK2     ,318,2
604,101,019,0000001010138,0002200001320,ECLIPSE WINTERFROS,TGS00     ,318,1
604,101,020,0000001010053,0002200001331,ECLIPSE SPEARMINT,ECS01     ,318,2
604,101,021,0000001010243,0001254667609,TRIDENT GUM WHITE,TGS00     ,318,5
604,101,022,0000001060586,0001254601107,TRIDENT SPEARMINT,ECL01     ,318,1
604,101,023,0000001015461,0001254601142,TRIDENT GUM PPRMNT,ECS01     ,318,3
604,101,024,0000001015465,0001254601156,TRIDENT GUM MINTY,ECS01     ,318,3
604,101,025,0000001015462,0001254601144,TRIDENT BUBBLEGUM,ECS01     ,318,1
604,101,026,0000001015464,0001254601147,TRIDENT GUM CINN,ECS01     ,318,4
604,101,027,0000001013366,0003400070139,ICE BREAKERS ICE,NISC3     ,318,2
604,101,028,0000001012780,0002200001209,ORBIT STRAWBERRY,AHSK2     ,318,3
604,101,029,0000001010790,0002200000489,WRIGLEYS ORBIT GUM,AHSK2     ,318,4
604,101,030,0000001010276,0002200000485,ORBIT CINNAMINT,AHSK2     ,318,2
604,101,031,0000001010502,0002200001553,5 ASCENT GUM,AHSK2     ,318,4
604,101,032,0000001013373,0002200007603,5 MYSTERY MINT,AHSK2     ,318,4
604,101,033,0000001015469,0002200001789,FIVE GUM,TGS00     ,318,3
604,101,034,0000001060593,0002200001790,FIVE SPEARMINT,NILC3     ,318,2
604,101,035,0000001010299,0002200000845,WRIGLEYS GUM,ECSK2     ,318,4
604,101,036,0000001010344,0002200000838,WRIGLEYS GUM,ECSK2     ,318,4
604,101,037,0000001058508,0002200001908,EXTRA CINNAMON STK,ECL01     ,318,4
604,102,001,0000001056530,0001254600947,STRIDE PEPPERMINT,AHLK2     ,318,5
604,102,002,0000001012476,0002200000486,WRIGLEYS ORBIT GUM,AHSK2     ,318,2
604,102,003,0000001012770,0002200000484,WRGLY GUM ORBIT,AHSK2     ,318,3
604,102,004,0000001012479,0002200000488,ORBIT WINTERGREEN,AHSK2     ,318,3
604,102,005,0000001011815,0002200000483,ORBIT GUM MINT SF,AHSK2     ,318,2
604,102,006,0000001010974,0002200000512,WRIGLEYS GUM,AHSK2     ,318,3
604,102,007,0000001010971,0002200000514,WRIGLEYS GUM,AHSK2     ,318,3
604,102,008,0000001010095,0002200001471,RPM MNT 5,AHSK2     ,318,2
604,102,009,0000001010294,0002200000891,GUM PPRMNT SF,ECSK2     ,318,2
604,102,010,0000001010298,0002200000899,GUM SPRMNT SF,ECSK2     ,318,3
604,102,011,0000001010278,0002200000898,GUM POLAR ICE SF,ECSK2     ,318,3
604,102,012,0000001010667,0002200000840,WRIGLEYS GUM,ECSK2     ,318,2
604,102,013,0000001012981,0000980030002,TIC TAC GUM,TGS00     ,318,2
604,102,014,0000001012992,0000980030001,TIC TAC GUM T56,TGS00     ,318,2
604,102,015,0000001060167,0000980030003,TIC TAC GUM T56,TGS00     ,318,2
604,102,016,0000001014878,0001254600630,TRIDENT FR SPRMNT,ECSK2     ,318,5
604,102,017,0000001012995,0001254600625,TRIDENT FRESH PPMT,ECSK2     ,318,5
604,102,018,0000001010739,0003400000042,ICE BREAKERS CHEWS,ECS01     ,318,2
604,102,019,0000001010654,0003400000080,ICE BREAKERS,ECS01     ,318,2
604,102,020,0000001010248,0001254631255,DENTYNE ICE GUM PP,ECS01     ,318,3
604,102,021,0000001010678,0001254600546,DENTYNE GUM SUGAR,TGS00     ,318,0
604,102,022,0000001010826,0002200000973,ALTOIDS SMALLS,TGS00     ,318,2
604,102,023,0000001010827,0002200000974,ALTOIDS SMALLS,TGS00     ,318,2
604,102,024,0000001010271,0002200000666,WRIGLEYS GUM,ECSK2     ,318,3
604,102,025,0000001014291,0002200000665,WRIGLEYS SPEARMINT,ECSK2     ,318,2
604,102,026,0000001010275,0002200000667,WRIGLEYS GUM,ECSK2     ,318,2
604,102,027,0000001012782,0002200000668,BIG RED GUM,ECSK2     ,318,2
604,102,028,0000053200632,0004138800223,BLISTEX FIVE STAR,TGS00     ,312,2
604,102,029,0000001011492,0003400000007,ICE BREAKERS MINTS,ECS01     ,318,2
604,102,030,0000001011495,0003400000009,ICEBREAKERS TINS,ECS01     ,318,2
604,102,031,0000001012788,0007339001462,MENTOS SLIM,AHSK2     ,318,2
604,102,032,0000001012786,0007339000920,MENTOS NOW,ECSK2     ,318,2
604,102,033,0000001013079,0002200002072,EXTRA MINTS,AHSK2     ,318,3
604,102,034,0000001013101,0002200002073,EXTRA MINTS POLAR,AHSK2     ,318,2
604,102,035,0000001012787,0007339000921,MENTOS NOW,ECSK2     ,318,2
604,102,036,0000001011102,0002200000769,ALTOIDS ARCTIC,TGS00     ,318,2
604,102,037,0000001011129,0002200000768,ALTOIDS ARCTIC WIN,TGS00     ,318,2
604,102,038,0000001010194,0002200015933,ALTOIDS MINTS,ECSK2     ,318,2
604,102,039,0000001011045,0002200015934,ALTOIDS MINTS,ECSK2     ,318,2
604,102,040,0000001010431,0002200015935,ALTOIDS MINTS CINN,ECSK2     ,318,2
604,102,041,0000009150025,0005194370077,TILLAMOOK TERIYAKI,TGL00     ,338,1
604,102,042,0000009600291,0002620011700,SLIM JIM JERKY,TGL00     ,338,2
604,102,043,0000049011391,0061391112002,OSTRIM PROTEIN SNK,TGS00     ,312,0
604,102,044,0000009151116,0085895900536,CHEFS CUT SNK STK,ECL01     ,338,2
604,102,045,0000009151114,0085895900538,CHEFS CUT SNACK,ECL01     ,338,2
604,102,046,0000009011809,0002840042119,DORITOS CHILI SWT,ECL01     ,338,0
604,102,047,0000001013403,0003400021071,REESE SNACK MIX,TGL00     ,318,0
604,102,048,0000001013408,0003400038005,PAYDAY SNACK BITES,TGL00     ,318,0
604,102,049,0000075850121,0061788501099,SIG SEAHAWKS,ECL01     ,311,0
604,103,001,0000008100231,0061126913345,RED BULL DRINK,AHLK2     ,313,2
604,103,002,0000008100296,0061126954602,RED BULL ENERGY DR,AHLK2     ,313,1
604,103,003,0000008100225,0061126913344,RED BULL DRINK ENE,TGL00     ,313,0
604,103,004,0000008100217,0061126954601,RED BULL ENERGY DR,AHLK2     ,313,2
604,103,005,0000008100900,0061126971646,RED BULL SF,ECLK2     ,313,1
604,103,006,0000003350017,0061126962373,RED BULL ZERO CARB,ECL01     ,313,0
604,103,007,0000008100910,0061126981899,RED BULL,ECL01     ,313,3
604,103,008,0000003350564,0061126922612,RED BULL PURPLE,ECLK2     ,313,1
604,103,009,0000003350566,0061126923579,RED BULL LIME,ECLK2     ,313,1
604,103,010,0000003350326,0061126920643,RED BULL ORNG ED,ECLK2     ,313,1
604,103,011,0000003350141,0061126918246,RED BULL BLUE,ECLK2     ,313,1
604,103,012,0000003350563,0061126921245,RED BULL GREEN,ECL01     ,313,0
604,103,013,0000003350137,0061126917452,RED BULL ENERGY,ECLK2     ,313,1
604,103,014,0000003350142,0061126911357,RED BULL YELLOW,ECLK2     ,313,1
604,103,015,0000008102209,0061126910171,RED BULL,ECLK2     ,313,2
604,103,016,0000008100243,0061126999100,RED BULL ENERGY DR,ECLK2     ,313,2
604,103,017,0000008200303,0063256500002,FIJI ARTSIAN WATER,TGL00     ,313,0
604,103,018,0000049010555,0071941075001,5 HOUR ENERGY PCH,ECS01     ,312,7
604,103,019,0000049011600,0071941076001,5 HOUR ENERGY,ECS01     ,312,1
604,103,020,0000049011524,0071941072001,5 HR ENERGY ES GRP,ECS01     ,312,2
604,103,021,0000049010019,0071941070001,5 HOUR ENERGY SHOT,ECS01     ,312,8
604,103,022,0000049010552,0071941070006,5 HR ENERGY EX ST,TGS00     ,312,2
604,103,023,0000049010190,0071941072006,5 HOUR ENERGY GRP,TGS00     ,312,1
604,103,024,0000068010488,0004133382501,DURACELL COPPERTOP,ECS01     ,311,6
604,103,025,0000068010371,0004133384401,DU CB AL AAA8BCD,ECS01     ,311,6
604,104,001,0000068010371,0004133384401,DU CB AL AAA8BCD,ECS01     ,311,3
604,104,002,0000068010488,0004133382501,DURACELL COPPERTOP,ECS01     ,311,3
604,104,003,0000002020550,0004400000773,NUTTR BUTTR BITES,TGL00     ,338,2
604,104,004,0000002010175,0004400003431,NBC MINI GLDN OREO,TGL00     ,338,3
604,104,005,0000002010471,0004400000713,MINI CHIPS AHOY,TGL00     ,338,4
604,104,006,0000002011592,0004400001592,NBC MINI OREOS,TGL00     ,338,3
604,104,007,0000002150028,0003010057469,KBLR MINI FUDGE,ECL01     ,338,3
604,104,008,0000002150069,0004400003412,NBC OREO GO-PAKS,ECL01     ,338,1
604,104,009,0000002150052,0004400003210,NBC NUTTER BTR,ECL01     ,338,3
604,104,010,0000002150053,0004400003213,NBC TEDDY GRAHAMS,ECL01     ,338,0
604,104,011,0000002150038,0002410057467,SUNSHINE CADDIES,ECLF2     ,338,2
604,104,012,0000002150065,0007667710033,FAM AMOS CKY CUPS,ECL01     ,338,2
604,104,013,0000002010927,0004400003414,NBC MINI NILLA,ECL01     ,338,1
604,104,014,0000002150055,0004400003214,NBC MINI OREO GO,ECL01     ,338,2
604,104,015,0000002150056,0004400003211,NBC MINI CHPS AHOY,ECL01     ,338,1
604,104,016,0000004100231,0003760049538,SKIPPY BITES,ECL01     ,302,2
604,104,017,0000004100230,0003760049548,SKIPPY BITES SOFT,ECL01     ,302,2
604,104,018,0000011101781,0003000056276,BITES CHOCO CHIP,ECLF2     ,301,2
604,104,019,0000011101778,0003000056277,BITES CINNAMON,ECLF2     ,301,1
604,104,020,0000002020514,0001410008578,PEP FARM GOLDFISH,TGL00     ,338,3
604,104,021,0000002020548,0001410008539,PF GOLDFISH,TGL00     ,338,2
604,104,022,0000002020782,0001410009647,PEP FARM WILDWHTE,TGL00     ,338,3
604,104,023,0000002020525,0001410008548,GOLDFISH EX CHDR,TGL00     ,338,3
604,104,024,0000011150742,0001356211105,ANNIES BUNNY FRUIT,AHLC2     ,301,2
604,104,025,0000011150743,0001356211107,ANNIES FRT SNCK,AHLC2     ,301,2
604,104,026,0000002020895,0001356230261,ANNIES GRHM FRNDS,AHLC2     ,338,3
604,104,027,0000002012689,0007989311599,O ORGNC COOKIES,AHLC2     ,338,3
604,104,028,0000009011774,0002840042053,LAYS BARBECUE,ECL01     ,338,1
604,104,029,0000009011833,0002840043318,CHEETOS CRUNCHY,ECLC1     ,338,2
604,104,030,0000009011803,0002840043143,RUFFLES CHEDDAR,ECL01     ,338,1
604,104,031,0000009011793,0002840042073,DORITOS CHPS TRTLA,ECL01     ,338,0
604,104,032,0000009011794,0002840042071,DORITOS COOL RANCH,ECL01     ,338,1
604,104,033,0000009011776,0002840042054,LAYS POTATO CHIPS,ECLC1     ,338,1
604,104,034,0000001013403,0003400021071,REESE SNACK MIX,TGL00     ,318,4
604,104,035,0000001013362,0004000052933,DV DC CNDALM,NISC3     ,318,0
604,104,036,0000001013408,0003400038005,PAYDAY SNACK BITES,TGL00     ,318,3
604,104,037,0000009150226,0001708287633,JACK LINKS JERKY,ECL01     ,338,3
604,104,038,0000002012202,0004400005177,OREO THIN BITES,ECLK2     ,338,2
604,104,039,0000002012200,0004400005161,OREO THIN BITES,ECLK2     ,338,2
604,104,040,0000002022213,0004400005144,VEA MINI BARS,ECL01     ,338,2
604,104,041,0000002022215,0004400005124,VEA HUMMUS W/OLV,ECL01     ,338,2
604,104,042,0000009150220,0001708287632,JACK LINKS PEPPERD,ECL01     ,338,2
604,104,043,0000009151310,0085895900591,CHEFS CUT SWEET,ECL01     ,338,2
604,104,044,0000009600063,0007041101344,OBT JERKY PEPPERED,ECLC1     ,338,2
604,104,045,0000009150214,0001708287631,JACK LINKS ORIGINA,ECL01     ,338,3
604,104,046,0000009150232,0085895900501,CHEFS CUT CHIPOTLE,ECLF3     ,338,1
604,104,047,0000009600066,0007041101343,OBT JERKY TERIYAKI,ECL01     ,338,2
604,104,048,0000009150228,0001708287635,JACK LINKS TRYKI,ECL01     ,338,3
604,104,049,0000009150231,0085895900500,CHEFS CUT STEAK,ECLF3     ,338,3
604,104,050,0000009600069,0007041101341,OBT JERKY ORIGINAL,ECLC1     ,338,2
604,104,051,0000009100278,0002113029433,TSA WHL CSHW RSTD,ATLFU     ,338,2
604,104,052,0000009100283,0002113029434,TSA ALMD WHL NTRL,ATLFU     ,338,2
604,104,053,0000009101712,0007989329462,O ORGNC TRAIL MIX,AHLC2     ,338,2
604,104,054,0000009101709,0007989329457,O ORGNC NUT TRIO,AHLC2     ,338,2
604,104,055,0000009101202,0004157005179,SMOKEHOUSE,TGL00     ,338,1
604,104,056,0000009101074,0004157005181,BLUE DIAMOND ALMON,TGL00     ,338,1
604,104,057,0000009100848,0089386900018,SAHALE MAPLE,NILC3     ,338,1
604,104,058,0000009100849,0089386900015,SAHALE TANGERINE,NILC3     ,338,1
604,104,059,0000009101597,0089386900327,SAHALE SNACKS,TGL00     ,338,1
604,104,060,0000009101598,0089386900328,SAHALE SNACKS,TGL00     ,338,1
604,104,061,0000009100851,0089386900019,SAHALE SW CHILI CA,TGL00     ,338,1
604,104,062,0000009151432,0007041160662,OB ORIGINAL TRAIL,TGL00     ,338,1
604,104,063,0000009151433,0007041160665,OB SWEETSPICY,TGL00     ,338,1
604,104,064,0000016150263,0074236520845,HORIZON ORGNC ASEP,AHLC2     ,302,3
604,104,065,0000016150259,0074236520885,HORIZON CHOC ASEPT,AHLC2     ,302,3
604,104,066,0000004100014,0089445500018,JSTINS BTR 1.15OZ,AHLC1     ,302,2
604,104,067,0000004100119,0089445500020,JUSTINS MAPLE ALM,AHLC1     ,302,1
604,104,068,0000004100989,0002178801697,BISCOFF CKY BUTTR,TGL00     ,302,0
604,104,069,0000023010253,0008660070777,BB TUNA,TGL00     ,302,2
604,104,070,0000023010327,0008000049543,STARKIST LUNCH TO,ECL01     ,302,2
604,105,001,0000049010162,0064422572783,POWER PROTEIN CHOC,ECS01     ,312,4
604,105,002,0000049011061,0064422572770,POWER SALTED CRML,ECS01     ,312,5
604,105,003,0000049011540,0064422572773,PWR PB CRUNCH BAR,ECS01     ,312,5
604,105,004,0000049010361,0064422572738,POWER FRENCH VNLLA,ECS01     ,312,4
604,105,005,0000049010418,0064422572710,POWER CHOC MINT,ECS01     ,312,4
604,105,006,0000049010511,0064422572779,POWER CRUNCH PROTE,ECS01     ,312,4
604,105,007,0000049020173,0060265217050,KIND DK CHOC BAR C,AHSC1     ,312,10
604,105,008,0000049020237,0060265217030,KIND CARAMEL,AHSC1     ,312,3
604,105,009,0000049020843,0060265219977,KIND DK CHOC ALMD,AHSC1     ,312,5
604,105,010,0000049020062,0060265217651,KIND CHOCOLATE NUT,AHSC1     ,312,3
604,105,011,0000049020174,0060265217056,KIND BAR PNUT BTR,AHSC1     ,312,7
604,105,012,0000049020133,0060265217011,KIND BR CRNBRY ALM,AHSC1     ,312,9
604,105,013,0000001056879,0085968600417,BARKTHINS DARK,AHLK2     ,318,4
604,105,014,0000001056868,0085968600416,BARKTHINS DRK CHOC,ECLK2     ,318,1
604,105,015,0000001056875,0085968600401,BARK THINS DARK CH,ECLK2     ,318,1
604,105,016,0000001055315,0085968600403,BARK THINS DARK CH,ECLK2     ,318,1
604,105,017,0000001056877,0085968600400,BARK THINS DARK CH,ECLK2     ,318,1
604,105,018,0000001056878,0085968600418,BARK THINS DARK CH,ECLK2     ,318,1
604,301,001,0000034350109,0007033060315,BIC CLSC LIGHTER W,ECL01     ,335,3
604,301,002,0000001013403,0003400021071,REESE SNACK MIX,ECL01     ,318,3
604,301,003,0000009010327,0008411411274,KETTLE POT CHPS,AHLC1     ,338,0
604,301,004,0000009010315,0008411411272,KETTLE JALAPENO PO,AHLC1     ,338,0
604,301,005,0000009010295,0008411411269,KETTLE POT CHPS,TGL00     ,338,1
604,301,006,0000009010302,0008411411270,KETTLE POT CHPS,TGL00     ,338,0
604,301,007,0000009010306,0008411411275,KETTLE POT CHPS SA,AHLC1     ,338,0
604,301,008,0000001013408,0003400038005,PAYDAY SNACK BITES,ECL01     ,318,1
604,301,009,0000009150144,0002113029470,BEEF JERKY,ECL01     ,338,4
604,301,010,0000001011162,0085981500203,OCHO ORGNC CCNT BR,ECSC1     ,318,5
604,301,011,0000001010543,0085981500201,OCHO BAR PEANUT,ECSC1     ,318,5
604,301,012,0000001013384,0081791102304,OCHO CANDY ORGANIC,NISC3     ,318,1
604,301,013,0000001011422,0081080802001,YOWIE CHOCOLATE,TGS00     ,318,2
604,301,014,0000049020133,0060265217011,KIND BR CRNBRY ALM,AHSC1     ,312,5
604,301,015,0000049020174,0060265217056,KIND BAR PNUT BTR,AHSC1     ,312,3
604,301,016,0000049020173,0060265217050,KIND DK CHOC BAR C,AHSC1     ,312,6
604,301,017,0000049010019,0071941070001,5 HOUR ENERGY SHOT,TGS00     ,312,5
604,301,018,0000053300398,0003660081331,CHAPSTICK,TGS00     ,312,4
604,301,019,0000053300376,0003660082801,CHAPSTICK SPF15,TGS00     ,312,4
604,301,020,0000053300400,0003660081371,CHAPSTICK,TGS00     ,312,5
604,301,021,0000053200632,0004138800223,BLISTEX FIVE STAR,ECS01     ,312,3
604,301,022,0000053300943,0004138822061,BLISTEX LIP BALM M,ECS01     ,312,2
604,301,023,0000049010555,0071941075001,5 HOUR ENERGY PCH,TGS00     ,312,4
604,301,024,0000049010502,0071941020001,5 HOUR ENERGY GRP,TGS00     ,312,1
604,301,025,0000049010107,0071941050001,5 HOUR ENERGY BRY,TGS00     ,312,6
604,301,026,0000001013402,0006843791131,BROOKSIDE DK CHOC,TGS00     ,318,4
604,301,027,0000001011065,0006843791127,BRKS DK CHOC ACAI,AHSK2     ,318,4
604,301,028,0000001015210,0007729091820,PEARSON CANDY NUT,ECS01     ,318,4
604,301,029,0000004100201,0000980080005,NUTELLA & GO,AHLK2     ,302,6
604,301,030,0000004100232,0000980080009,NUTELLA AND GO,AHLK2     ,302,6
604,301,031,0000004100105,0003400012412,REESES PNT BTR,ECL01     ,302,6
604,301,032,0000001052811,0087398300002,STRWBRRY FRT CHEWS,TGS00     ,318,4
604,301,033,0000001052814,0087398300005,HI CHEW MANGO,TGS00     ,318,4
604,301,034,0000001013202,0085798300473,HI-CHEW KIWI CHEWS,NISC3     ,318,5
604,301,035,0000001013783,0007339001335,MENTOS GUM HNYCRSP,AHSK2     ,318,4
604,301,036,0000001013732,0007339001334,MENTOS GUM WTRMLN,AHSK2     ,318,3
604,301,037,0000001010469,0087398300003,APPLE FRUIT CHEWS,TGS00     ,318,4
604,301,038,0000001013381,0003400036343,COOKIES-N-CRME,TGS00     ,318,1
604,301,039,0000001013363,0003400045353,REESE CRUNCHER,TGS00     ,318,1
604,301,040,0000001013318,0004000052938,DV MC SSLTDCSHW,NISC3     ,318,2
604,301,041,0000001013146,0002200001788,EXTRA POLAR ICE,TGS00     ,318,3
604,301,042,0000001013145,0002200001787,EXTRA SPEARMINT,TGS00     ,318,3
604,302,001,0000001011407,0003400000481,BREATH SAVERS,TGS00     ,318,4
604,302,002,0000001012055,0003400000337,BREATHSAVERS SPRMN,TGS00     ,318,4
604,302,003,0000001010100,0003400000665,ICE BREAKERS DUO,TGS00     ,318,4
604,302,004,0000001010994,0003400072068,ICE BREAKERS SOURS,TGS00     ,318,0
604,302,005,0000001013421,0003400000211,ICE BREAKERS DUO,TGS00     ,318,4
604,302,006,0000001011862,0007339001393,MENTOS GUM FRSH MN,AHSK2     ,318,4
604,302,007,0000001012094,0007339001387,MENTOS GUM PURE,AHSK2     ,318,3
604,302,008,0000001012217,0007339001388,MENTOS CHEWING GUM,AHSK2     ,318,4
604,302,009,0000001010563,0000980000630,TIC TAC FRT ADVENT,AHSK2     ,318,4
604,302,010,0000001010693,0000980000633,TIC TAC ORNG BTL,TGL00     ,318,3
604,302,011,0000001010832,0000980000761,TIC TAC FRESHMINTS,AHSK2     ,318,4
604,302,012,0000001010837,0000980000767,TIC TAC MINTS WINT,AHSK2     ,318,4
604,302,013,0000001010835,0000980000763,TIC TAC MINTS ORNG,AHSK2     ,318,4
604,302,014,0000001010314,0000980000760,TIC TAC MNT FRT,AHSK2     ,318,4
604,302,016,0000001010292,0003400000843,ICE BREAKERS ICE,AHSK2     ,318,4
604,302,017,0000001010413,0003400000847,ICE BREAKERS ICE,AHSK2     ,318,4
