WHSE DSP_LOCN   LOCN_PICK_SEQ            SKU_BRCD
0309 PRR14 CH   04 R 14 B 01             960133403
0309 PRR14 CH   04 R 14 B 01             960134168
0309 PRR14 CH   04 R 14 B 01             960134293
0309 PRR14 CH   04 R 14 B 01             960134296
0309 PRR14 CH   04 R 14 B 01             960134340
0309 PRR14 CH   04 R 14 B 01             960151303
0309 PRR14 CH   04 R 14 B 01             960151312
0309 PRR14 CH   04 R 14 B 01             960275978
0309 PRR14 CH   04 R 14 B 01             960275980
0309 PRR14 CH   04 R 14 B 01             960314069
0309 PRR14 CH   04 R 14 B 01             960132064
0309 PRR14 CH   04 R 14 B 01             960272192
0309 PRR14 CH   04 R 14 B 01             960272440
0309 PRR14 CH   04 R 14 B 01             960272441
0309 PRR14 CH   04 R 14 B 01             960272512
0309 PRR14 CH   04 R 14 B 01             960272674
0309 PRR14 CH   04 R 14 B 01             960272677
0309 PRR14 CH   04 R 14 B 01             960289729
0309 PRR14 CH   04 R 14 B 01             960272075
0309 PRR14 CH   04 R 14 B 01             960272080
0309 PRR14 CH   04 R 14 B 01             960272084
0309 PRR14 CH   04 R 14 B 01             960272152
0309 PRR14 CH   04 R 14 B 01             960272191
0309 PRR14 CH   04 R 14 B 01             960127204
0309 PRR14 CH   04 R 14 B 01             960278439
0309 PRR14 CH   04 R 14 B 01             960289459
0309 PRR14 CH   04 R 14 B 01             960289460
0309 PRR14 CH   04 R 14 B 01             960289461
0309 PRR14 CH   04 R 14 B 01             960289728
0309 PRR14 CH   04 R 14 B 01             960167523
0309 PRR14 CH   04 R 14 B 01             960264039
0309 PRR14 CH   04 R 14 B 01             960265537
0309 PRR14 CH   04 R 14 B 01             960144840
0309 PRR14 CH   04 R 14 B 01             960147482
0309 PRR14 CH   04 R 14 B 01             960147483
0309 PRR14 CH   04 R 14 B 01             960162011
0309 PRR14 CH   04 R 14 B 01             960162110
0309 PRR14 CH   04 R 14 B 01             960162117
0309 PRR14 CH   04 R 14 B 01             960189086
0309 PRR14 CH   04 R 14 B 01             960189141
0309 PRR14 CH   04 R 14 B 01             960189346
0309 PRR14 CH   04 R 14 B 01             960295368
0309 PRR14 CH   04 R 14 B 01             960296526
0309 PRR14 CH   04 R 14 B 01             960297695
0309 PRR14 CH   04 R 14 B 01             960285382
0309 PRR14 CH   04 R 14 B 01             960285425
0309 PRR14 CH   04 R 14 B 01             960301946
0309 PRR14 CH   04 R 14 B 01             960296894
0309 PRR14 CH   04 R 14 B 01             960275976
0309 PRR14 CH   04 R 14 B 01             960275979
0309 PRR14 CH   04 R 14 B 01             960314064
0309 PRR14 CH   04 R 14 B 01             960293955
0309 PRR14 CH   04 R 14 B 01             960294338
0309 PRR14 CH   04 R 14 B 01             960306081
0309 PRR14 CH   04 R 14 B 01             960306083
0309 PRR14 CH   04 R 14 B 01             960272443
0309 PRR14 CH   04 R 14 B 01             960295430
0309 PRR14 CH   04 R 14 B 01             960296804
0309 PRR14 CH   04 R 14 B 01             960296892
0309 PRR14 CH   04 R 14 B 01             960289721
0309 PRR14 CH   04 R 14 B 01             960289730
0309 PRR14 CH   04 R 14 B 01             960289732
0309 PRR14 CH   04 R 14 B 01             960149634
0309 PRR14 CH   04 R 14 B 01             960151281
0309 PRR14 CH   04 R 14 B 01             960151308
0309 PRR14 CH   04 R 14 B 01             960135366
0309 PRR14 CH   04 R 14 B 01             960145903
0309 PRR14 CH   04 R 14 B 01             960278170
0309 PRR14 CH   04 R 14 B 01             960280322
0309 PRR14 CH   04 R 14 B 01             960138405
0309 PRR14 CH   04 R 14 B 01             960138407
0309 PRR14 CH   04 R 14 B 01             960134429
0309 PRR14 CH   04 R 14 B 01             960134646
0309 PRR14 CH   04 R 14 B 01             960134659
0309 PRR14 CH   04 R 14 B 01             960134708
0309 PRR14 CH   04 R 14 B 01             960134978
0309 PRR14 CH   04 R 14 B 01             960134981
0309 PRR14 CH   04 R 14 B 01             960134169
0309 PRR14 CH   04 R 14 B 01             960134290
0309 PRR14 CH   04 R 14 B 01             960134299
0309 PRR14 CH   04 R 14 B 01             960134341
0309 PRR14 CH   04 R 14 B 01             960134345
0309 PRR14 CH   04 R 14 B 01             960134347
0309 PRR14 CH   04 R 14 B 01             960151309
0309 PRR14 CH   04 R 14 B 01             960151352
0309 PRR14 CH   04 R 14 B 01             960306082
0309 PRR14 CH   04 R 14 B 01             960133384
0309 PRR14 CH   04 R 14 B 01             960133386
0309 PRR14 CH   04 R 14 B 01             960133402
0309 PRR14 CH   04 R 14 B 01             960138404
0309 PRR14 CH   04 R 14 B 01             960140081
0309 PRR14 CH   04 R 14 B 01             960289722
0309 PRR14 CH   04 R 14 B 01             960289731
0309 PRR14 CH   04 R 14 B 01             960289733
0309 PRR14 CH   04 R 14 B 01             960151280
0309 PRR14 CH   04 R 14 B 01             960129696
0309 PRR14 CH   04 R 14 B 01             960129850
0309 PRR14 CH   04 R 14 B 01             960092133
0309 PRR14 CH   04 R 14 B 01             960094884
0309 PRR14 CH   04 R 14 B 01             960094887
0309 PRR14 CH   04 R 14 B 01             960277994
0309 PRR14 CH   04 R 14 B 01             960134647
0309 PRR14 CH   04 R 14 B 01             960134979
0309 PRR14 CH   04 R 14 B 01             960134982
0309 PRR14 CH   04 R 14 B 01             960134984
0309 PRR14 CH   04 R 14 B 01             960135364
0309 PRR14 CH   04 R 14 B 01             960135367
0309 PRR14 CH   04 R 14 B 01             960160089
0309 PRR14 CH   04 R 14 B 01             960133385
0309 PRR14 CH   04 R 14 B 01             960134344
0309 PRR14 CH   04 R 14 B 01             960134346
0309 PRR14 CH   04 R 14 B 01             960134432
0309 PRR14 CH   04 R 14 B 01             960134645
0309 PRR14 CH   04 R 14 B 01             960272073
0309 PRR14 CH   04 R 14 B 01             960272153
0309 PRR14 CH   04 R 14 B 01             960272672
0309 PRR14 CH   04 R 14 B 01             960254653
0309 PRR14 CH   04 R 14 B 01             960255838
0309 PRR14 CH   04 R 14 B 01             960256649
0309 PRR14 CH   04 R 14 B 01             960294339
0309 PRR14 CH   04 R 14 B 01             960295569
0309 PRR14 CH   04 R 14 B 01             960296792
0309 PRR14 CH   04 R 14 B 01             960296806
0309 PRR14 CH   04 R 14 B 01             960297694
0309 PRR14 CH   04 R 14 B 01             960272071
0309 PRR14 CH   04 R 14 B 01             960136323
0309 PRR14 CH   04 R 14 B 01             960278438
0309 PRR14 CH   04 R 14 B 01             960278441
0309 PRR14 CH   04 R 14 B 01             960151283
0309 PRR14 CH   04 R 14 B 01             960151314
0309 PRR14 CH   04 R 14 B 01             960307590
0309 PRR14 CH   04 R 14 B 01             960134648
0309 PRR14 CH   04 R 14 B 01             960134664
0309 PRR14 CH   04 R 14 B 01             960134983
0309 PRR14 CH   04 R 14 B 01             960134985
0309 PRR14 CH   04 R 14 B 01             960135037
0309 PRR14 CH   04 R 14 B 01             960135365
0309 PRR14 CH   04 R 14 B 01             960063552
0309 PRR14 CH   04 R 14 B 01             960134431
0309 PRR14 CH   04 R 14 B 01             960134433
0309 PRR14 CH   04 R 14 B 01             960134441
0309 PRR14 CH   04 R 14 B 01             960134638
0309 PRR14 CH   04 R 14 B 01             960134642
0309 PRR14 CH   04 R 14 B 01             960061039
0309 PRR14 CH   04 R 14 B 01             960061306
0309 PRR14 CH   04 R 14 B 01             960124514
0309 PRR14 CH   04 R 14 B 01             960088370
0309 PRR14 CH   04 R 14 B 01             960132063
0309 PRR14 CH   04 R 14 B 01             960105790
0309 PRR14 CH   04 R 14 B 01             960120094
0309 PRR14 CH   04 R 14 B 01             960120096
0309 PRR14 CH   04 R 14 B 01             960120250
0309 PRR14 CH   04 R 14 B 01             960120364
0309 PRR14 CH   04 R 14 B 01             960120705
0309 PRR14 CH   04 R 14 B 01             960083981
0309 PRR14 CH   04 R 14 B 01             184830519
0309 PRR14 CH   04 R 14 B 01             960098292
0309 PRR14 CH   04 R 14 B 01             960098908
0309 PRR14 CH   04 R 14 B 01             960115270
0309 PRR14 CH   04 R 14 B 01             960115301
0309 PRR14 CH   04 R 14 B 01             960115303
0309 PRR14 CH   04 R 14 B 01             184830194
0309 PRR14 CH   04 R 14 B 01             184830206
0309 PRR14 CH   04 R 14 B 01             184830291
0309 PRR14 CH   04 R 14 B 01             184830341
0309 PRR14 CH   04 R 14 B 01             184830397
0309 PRR14 CH   04 R 14 B 01             184830475
0309 PRR14 CH   04 R 14 B 01             960272151
0309 PRR14 CH   04 R 14 B 01             960272439
0309 PRR14 CH   04 R 14 B 01             960151282
0309 PRR14 CH   04 R 14 B 01             960151302
0309 PRR14 CH   04 R 14 B 01             960151306
0309 PRR14 CH   04 R 14 B 01             960110348
0309 PRR14 CH   04 R 14 B 01             960289723
0309 PRR14 CH   04 R 14 B 01             960094882
0309 PRR14 CH   04 R 14 B 01             960278440
0309 PRR14 CH   04 R 14 B 01             960272079
0309 PRR14 CH   04 R 14 B 01             960272081
0309 PRR14 CH   04 R 14 B 01             960272082
0309 PRR14 CH   04 R 14 B 01             960061092
0309 PRR14 CH   04 R 14 B 01             960091000
0309 PRR14 CH   04 R 14 B 01             960255840
0309 PRR14 CH   04 R 14 B 01             960129033
0309 PRR14 CH   04 R 14 B 01             960136211
0309 PRR14 CH   04 R 14 B 01             960139742
0309 PRR14 CH   04 R 14 B 01             960134662
0309 PRR14 CH   04 R 14 B 01             960134987
0309 PRR14 CH   04 R 14 B 01             960105230
0309 PRR14 CH   04 R 14 B 01             960105315
0309 PRR14 CH   04 R 14 B 01             960105787
0309 PRR14 CH   04 R 14 B 01             960061087
0309 PRR14 CH   04 R 14 B 01             960134172
0309 PRR14 CH   04 R 14 B 01             960134292
0309 PRR14 CH   04 R 14 B 01             960134297
0309 PRR14 CH   04 R 14 B 01             960134439
0309 PRR14 CH   04 R 14 B 01             960134644
0309 PRR14 CH   04 R 14 B 01             960134661
0309 PRR14 CH   04 R 14 B 01             960119593
0309 PRR14 CH   04 R 14 B 01             960120653
0309 PRR14 CH   04 R 14 B 01             960120654
0309 PRR14 CH   04 R 14 B 01             960061901
0309 PRR14 CH   04 R 14 B 01             960087919
0309 PRR14 CH   04 R 14 B 01             960088014
0309 PRR14 CH   04 R 14 B 01             184830844
0309 PRR14 CH   04 R 14 B 01             184830904
0309 PRR14 CH   04 R 14 B 01             960100237
0309 PRR14 CH   04 R 14 B 01             960110346
0309 PRR14 CH   04 R 14 B 01             960110355
0309 PRR14 CH   04 R 14 B 01             960118769
0309 PRR14 CH   04 R 14 B 01             960077897
0309 PRR14 CH   04 R 14 B 01             184830294
0309 PRR14 CH   04 R 14 B 01             184830356
0309 PRR14 CH   04 R 14 B 01             184830405
0309 PRR14 CH   04 R 14 B 01             184830467
0309 PRR14 CH   04 R 14 B 01             184830525
0309 PRR14 CH   04 R 14 B 01             960126711
0309 PRR14 CH   04 R 14 B 01             960126750
0309 PRR14 CH   04 R 14 B 01             960126751
0309 PRR14 CH   04 R 14 B 01             960127036
0309 PRR14 CH   04 R 14 B 01             960062198
0309 PRR14 CH   04 R 14 B 01             960077895
0309 PRR14 CH   04 R 14 B 01             184830503
0309 PRR14 CH   04 R 14 B 01             960169296
0309 PRR14 CH   04 R 14 B 01             960169297
0309 PRR14 CH   04 R 14 B 01             960106826
0309 PRR14 CH   04 R 14 B 01             960106827
0309 PRR14 CH   04 R 14 B 01             960124092
0309 PRR14 CH   04 R 14 B 01             960119591
0309 PRR14 CH   04 R 14 B 01             184830280
0309 PRR14 CH   04 R 14 B 01             184830354
0309 PRR14 CH   04 R 14 B 01             184830388
0309 PRR14 CH   04 R 14 B 01             184830415
0309 PRR14 CH   04 R 14 B 01             184830455
0309 PRR14 CH   04 R 14 B 01             960088373
0309 PRR14 CH   04 R 14 B 01             960075330
0309 PRR14 CH   04 R 14 B 01             960097981
0309 PRR14 CH   04 R 14 B 01             960115113
0309 PRR14 CH   04 R 14 B 01             960115298
0309 PRR14 CH   04 R 14 B 01             960115299
0309 PRR14 CH   04 R 14 B 01             960169347
0309 PRR14 CH   04 R 14 B 01             960086485
0309 PRR14 CH   04 R 14 B 01             960086487
0309 PRR14 CH   04 R 14 B 01             960087786
0309 PRR14 CH   04 R 14 B 01             960087920
0309 PRR14 CH   04 R 14 B 01             960088371
0309 PRR14 CH   04 R 14 B 01             960098297
0309 PRR14 CH   04 R 14 B 01             960115849
0309 PRR14 CH   04 R 14 B 01             960120363
0309 PRR14 CH   04 R 14 B 01             960080532
0309 PRR14 CH   04 R 14 B 01             960080534
0309 PRR14 CH   04 R 14 B 01             960083742
0309 PRR14 CH   04 R 14 B 01             960135305
0309 PRR14 CH   04 R 14 B 01             184830195
0309 PRR14 CH   04 R 14 B 01             184830279
0309 PRR14 CH   04 R 14 B 01             184830518
0309 PRR14 CH   04 R 14 B 01             184830618
0309 PRR14 CH   04 R 14 B 01             184830694
0309 PRR14 CH   04 R 14 B 01             960134434
0309 PRR14 CH   04 R 14 B 01             960134437
0309 PRR14 CH   04 R 14 B 01             960134637
0309 PRR14 CH   04 R 14 B 01             960134643
0309 PRR14 CH   04 R 14 B 01             960134658
0309 PRR14 CH   04 R 14 B 01             960134986
0309 PRR14 CH   04 R 14 B 01             960133389
0309 PRR14 CH   04 R 14 B 01             960133405
0309 PRR14 CH   04 R 14 B 01             960134294
0309 PRR14 CH   04 R 14 B 01             960134295
0309 PRR14 CH   04 R 14 B 01             960134348
0309 PRR14 CH   04 R 14 B 01             960134425
0309 PRR14 CH   04 R 14 B 01             960115848
0309 PRR14 CH   04 R 14 B 01             960119589
0309 PRR14 CH   04 R 14 B 01             960119590
0309 PRR14 CH   04 R 14 B 01             960120097
0309 PRR14 CH   04 R 14 B 01             960120652
0309 PRR14 CH   04 R 14 B 01             960133168
0309 PRR14 CH   04 R 14 B 01             184830466
0309 PRR14 CH   04 R 14 B 01             184830489
0309 PRR14 CH   04 R 14 B 01             184830517
0309 PRR14 CH   04 R 14 B 01             184830633
0309 PRR14 CH   04 R 14 B 01             960115268
0309 PRR14 CH   04 R 14 B 01             960115300
0309 PRR14 CH   04 R 14 B 01             960085581
0309 PRR14 CH   04 R 14 B 01             960124065
0309 PRR14 CH   04 R 14 B 01             184830276
0309 PRR14 CH   04 R 14 B 01             184830350
0309 PRR14 CH   04 R 14 B 01             184830407
0309 PRR14 CH   04 R 14 B 01             184830411
0309 PRR14 CH   04 R 14 B 01             960073704
0309 PRR14 CH   04 R 14 B 01             960075236
0309 PRR14 CH   04 R 14 B 01             960075327
0309 PRR14 CH   04 R 14 B 01             960077961
0309 PRR14 CH   04 R 14 B 01             960110350
0309 PRR14 CH   04 R 14 B 01             960111437
0309 PRR14 CH   04 R 14 B 01             960130796
0309 PRR14 CH   04 R 14 B 01             960122386
0309 PRR14 CH   04 R 14 B 01             960122663
0309 PRR14 CH   04 R 14 B 01             960123222
0309 PRR14 CH   04 R 14 B 01             960124067
0309 PRR14 CH   04 R 14 B 01             960073702
0309 PRR14 CH   04 R 14 B 01             960157590
0309 PRR14 CH   04 R 14 B 01             960124466
0309 PRR14 CH   04 R 14 B 01             960053055
0309 PRR14 CH   04 R 14 B 01             960053493
0309 PRR14 CH   04 R 14 B 01             960053495
0309 PRR14 CH   04 R 14 B 01             960055605
0309 PRR14 CH   04 R 14 B 01             960100472
0309 PRR14 CH   04 R 14 B 01             960090999
0309 PRR14 CH   04 R 14 B 01             960105231
0309 PRR14 CH   04 R 14 B 01             960105311
0309 PRR14 CH   04 R 14 B 01             960105312
0309 PRR14 CH   04 R 14 B 01             960105314
0309 PRR14 CH   04 R 14 B 01             184830034
0309 PRR14 CH   04 R 14 B 01             184830382
0309 PRR14 CH   04 R 14 B 01             184830410
0309 PRR14 CH   04 R 14 B 01             184830520
0309 PRR14 CH   04 R 14 B 01             960110347
0309 PRR14 CH   04 R 14 B 01             960110349
0309 PRR14 CH   04 R 14 B 01             184830521
0309 PRR14 CH   04 R 14 B 01             960168244
0309 PRR14 CH   04 R 14 B 01             960085646
0309 PRR14 CH   04 R 14 B 01             960086484
0309 PRR14 CH   04 R 14 B 01             960075329
0309 PRR14 CH   04 R 14 B 01             960077620
0309 PRR14 CH   04 R 14 B 01             960105789
0309 PRR14 CH   04 R 14 B 01             184830208
0309 PRR14 CH   04 R 14 B 01             184830213
0309 PRR14 CH   04 R 14 B 01             184830352
0309 PRR14 CH   04 R 14 B 01             184830399
0309 PRR14 CH   04 R 14 B 01             184830482
0309 PRR14 CH   04 R 14 B 01             960100748
0309 PRR14 CH   04 R 14 B 01             960115297
0309 PRR14 CH   04 R 14 B 01             960119592
0309 PRR14 CH   04 R 14 B 01             960105229
0309 PRR14 CH   04 R 14 B 01             960105313
0309 PRR14 CH   04 R 14 B 01             960105743
0309 PRR14 CH   04 R 14 B 01             960088374
0309 PRR14 CH   04 R 14 B 01             960075332
0309 PRR14 CH   04 R 14 B 01             960078245
0309 PRR14 CH   04 R 14 B 01             960110356
0309 PRR14 CH   04 R 14 B 01             960112986
0309 PRR14 CH   04 R 14 B 01             960097984
0309 PRR14 CH   04 R 14 B 01             184830507
0309 PRR14 CH   04 R 14 B 01             184830695
0309 PRR14 CH   04 R 14 B 01             960085580
0309 PRR14 CH   04 R 14 B 01             960085645
0309 PRR14 CH   04 R 14 B 01             960088330
0309 PRR14 CH   04 R 14 B 01             960088372
0309 PRR14 CH   04 R 14 B 01             960098294
0309 PRR14 CH   04 R 14 B 01             960073701
0309 PRR14 CH   04 R 14 B 01             960115269
0309 PRR14 CH   04 R 14 B 01             960115850
0309 PRR14 CH   04 R 14 B 01             184830328
0309 PRR14 CH   04 R 14 B 01             184830392
0309 PRR14 CH   04 R 14 B 01             960111438
0309 PRR14 CH   04 R 14 B 01             960132048
0309 PRR14 CH   04 R 14 B 01             960133388
0309 PRR14 CH   04 R 14 B 01             960133404
0309 PRR14 CH   04 R 14 B 01             960134170
0309 PRR14 CH   04 R 14 B 01             960097982
0309 PRR14 CH   04 R 14 B 01             960130640
0309 PRR14 CH   04 R 14 B 01             960124064
0309 PRR14 CH   04 R 14 B 01             960110351
0309 PRR14 CH   04 R 14 B 01             960110353
0309 PRR14 CH   04 R 14 B 01             960110357
0309 PRR14 CH   04 R 14 B 01             960110358
0309 PRR14 CH   04 R 14 B 01             960027930
0309 PRR14 CH   04 R 14 B 01             960053490
0309 PRR14 CH   04 R 14 B 01             960053689
0309 PRR14 CH   04 R 14 B 01             960053985
0309 PRR14 CH   04 R 14 B 01             960038097
0309 PRR14 CH   04 R 14 B 01             960038100
0309 PRR14 CH   04 R 14 B 01             960134640
0309 PRR14 CH   04 R 14 B 01             960134641
0309 PRR14 CH   04 R 14 B 01             960134976
0309 PRR14 CH   04 R 14 B 01             960072768
0309 PRR14 CH   04 R 14 B 01             960075235
0309 PRR14 CH   04 R 14 B 01             960077898
0309 PRR14 CH   04 R 14 B 01             960133387
0309 PRR14 CH   04 R 14 B 01             960134343
0309 PRR14 CH   04 R 14 B 01             960134427
0309 PRR14 CH   04 R 14 B 01             960134435
0309 PRR14 CH   04 R 14 B 01             960134442
0309 PRR14 CH   04 R 14 B 01             960134639
0309 PRR14 CH   04 R 14 B 01             960124002
0309 PRR14 CH   04 R 14 B 01             960038099
0309 PRR14 CH   04 R 14 B 01             960038792
0309 PRR14 CH   04 R 14 B 01             960130637
0309 PRR14 CH   04 R 14 B 01             960060944
0309 PRR14 CH   04 R 14 B 01             960061900
0309 PRR14 CH   04 R 14 B 01             960110354
0309 PRR14 CH   04 R 14 B 01             960050439
0309 PRR14 CH   04 R 14 B 01             960053489
0309 PRR14 CH   04 R 14 B 01             960027931
0309 PRR14 CH   04 R 14 B 01             960027935
0309 PRR14 CH   04 R 14 B 01             960122980
0309 PRR14 CH   04 R 14 B 01             960124003
0309 PRR14 CH   04 R 14 B 01             960038098
0309 PRR14 CH   04 R 14 B 01             960038888
0309 PRR14 CH   04 R 14 B 01             960130639
0309 PRR14 CH   04 R 14 B 01             960131139
0309 PRR14 CH   04 R 14 B 01             960110345
0309 PRR14 CH   04 R 14 B 01             960122387
0309 PRR14 CH   04 R 14 B 01             960027667
0309 PRR14 CH   04 R 14 B 01             960030789
0309 PRR14 CH   04 R 14 B 01             960051575
0309 PRR14 CH   04 R 14 B 01             960051576
0309 PRR14 CH   04 R 14 B 01             960053488
0309 PRR14 CH   04 R 14 B 01             960124016
0309 PRR14 CH   04 R 14 B 01             960124071
0309 PRR14 CH   04 R 14 B 01             960124442
0309 PRR14 CH   04 R 14 B 01             960075324
0309 PRR14 CH   04 R 14 B 01             960075331
0309 PRR14 CH   04 R 14 B 01             960051640
0309 PRR14 CH   04 R 14 B 01             960055604
0309 PRR14 CH   04 R 14 B 01             960122771
0309 PRR14 CH   04 R 14 B 01             960123312
0309 PRR14 CH   04 R 14 B 01             960130638
0309 PRR14 CH   04 R 14 B 01             960130641
0309 PRR14 CH   04 R 14 B 01             960130642
0309 PRR14 CH   04 R 14 B 01             960108787
0309 PRR14 CH   04 R 14 B 01             960027669
0309 PRR14 CH   04 R 14 B 01             960030790
0309 PRR14 CH   04 R 14 B 01             960051577
0309 PRR14 CH   04 R 14 B 01             960053054
0309 PRR14 CH   04 R 14 B 01             960053487
0309 PRR14 CH   04 R 14 B 01             960122596
0309 PRR14 CH   04 R 14 B 01             960124000
0309 PRR14 CH   04 R 14 B 01             960124066
0309 PRR14 CH   04 R 14 B 01             960124068
0309 PRR14 CH   04 R 14 B 01             960124129
0309 PRR14 CH   04 R 14 B 01             960077619
0309 PRR14 CH   04 R 14 B 01             960038793
0309 PRR14 CH   04 R 14 B 01             960131679
0309 PRR14 CH   04 R 14 B 01             960080536
0309 PRR14 CH   04 R 14 B 01             960027933
0309 PRR14 CH   04 R 14 B 01             960053492
0309 PRR14 CH   04 R 14 B 01             960122385
0309 PRR14 CH   04 R 14 B 01             960108696
0309 PRR14 CH   04 R 14 B 01             960108788
0309 PRR14 CH   04 R 14 B 01             960006434
0309 PRR14 CH   04 R 14 B 01             960010427
0309 PRR14 CH   04 R 14 B 01             960122388
0309 PRR14 CH   04 R 14 B 01             960124128
0309 PRR14 CH   04 R 14 B 01             960072497
0309 PRR14 CH   04 R 14 B 01             960027929
0309 PRR14 CH   04 R 14 B 01             960027932
0309 PRR14 CH   04 R 14 B 01             960027938
0309 PRR14 CH   04 R 14 B 01             960051103
0309 PRR14 CH   04 R 14 B 01             960053435
0309 PRR14 CH   04 R 14 B 01             960068932
0309 PRR14 CH   04 R 14 B 01             960069761
0309 PRR14 CH   04 R 14 B 01             960069786
0309 PRR14 CH   04 R 14 B 01             960071217
0309 PRR14 CH   04 R 14 B 01             960071219
0309 PRR14 CH   04 R 14 B 01             960072495
0309 PRR14 CH   04 R 14 B 01             960073705
0309 PRR14 CH   04 R 14 B 01             960042178
0309 PRR14 CH   04 R 14 B 01             960081840
0309 PRR14 CH   04 R 14 B 01             960073133
0309 PRR14 CH   04 R 14 B 01             960046084
0309 PRR14 CH   04 R 14 B 01             960047569
0309 PRR14 CH   04 R 14 B 01             960071592
0309 PRR14 CH   04 R 14 B 01             960028000
0309 PRR14 CH   04 R 14 B 01             960069785
0309 PRR14 CH   04 R 14 B 01             960071218
0309 PRR14 CH   04 R 14 B 01             960071220
0309 PRR14 CH   04 R 14 B 01             960072496
0309 PRR14C01   04 R 14 C 01             960014283
0309 PRR14D01   04 R 14 D 01             960105531
0309 PRR14D02   04 R 14 D 02             960122528
0309 PRR14E01   04 R 14 E 01             960057376
0309 PRR14E02   04 R 14 E 02             960081601
0309 PRR15 CH   04 R 15 A 01             960019796
0309 PRR15 CH   04 R 15 A 01             960047637
0309 PRR15 CH   04 R 15 A 01             960047638
0309 PRR15 CH   04 R 15 A 01             960051752
0309 PRR15 CH   04 R 15 A 01             184720039
0309 PRR15 CH   04 R 15 A 01             960107011
0309 PRR15E04   04 R 15 A 01             960057380
0309 PRR15C03   04 R 15 C 03             960054981
0309 PRR15D02   04 R 15 D 02             960115216
0309 PRR15E01   04 R 15 E 01             960079167
0309 PRR15E02   04 R 15 E 02             960057375
0309 PRR15E03   04 R 15 E 03             960057381
0309 PRR18D01   04 R 18 D 01             960048380
0309 PRR18 CH   04 R 18 D 01             184740041
0309 PRR18 CH   04 R 18 D 01             184760010
0309 PRR18 CH   04 R 18 D 01             184740613
0309 PRR18 CH   04 R 18 D 01             960092062
0309 PRR18 CH   04 R 18 D 01             960092063
0309 PRR18D02   04 R 18 D 02             960048384
0309 PRR18D03   04 R 18 D 03             960048381
0309 PRR18D04   04 R 18 D 04             960048529
0309 PRR18D05   04 R 18 D 05             960052550
0309 PRR18E01   04 R 18 E 01             960048530
0309 PRR18E02   04 R 18 E 02             960048385
0309 PRR18E04   04 R 18 E 04             960048383
0309 PRR19A14   04 R 19 A 14             184830395
0309 PRR19B20   04 R 19 B 20             960051641
0309 04R26 AM   04 R 26 A 02             960315636
0309 04R26A02   04 R 26 A 02             211010501
0309 04R26A03   04 R 26 A 03             960161254
0309 04R26C01   04 R 26 C 01             111011135
0309 04R26D01   04 R 26 D 01             960072024
0309 04R26E01   04 R 26 E 01             960264823
0309 04R26E02   04 R 26 E 02             960110537
0309 04R26E03   04 R 26 E 03             960080884
0309 PRU13B01   04 U 13 B 01             960015475
0309 PRU13C01   04 U 13 C 01             960087945
0309 PRU13C02   04 U 13 C 02             960048016
0309 PRU13C05   04 U 13 C 05             960060890
0309 PRU13C06   04 U 13 C 06             960049167
0309 PRU13C07   04 U 13 C 07             960075797
0309 PRU13C08   04 U 13 C 08             960055879
0309 PRU13D01   04 U 13 D 01             960091614
0309 PRU13D03   04 U 13 D 03             960015474
0309 PRU13D06   04 U 13 D 06             960075794
0309 PRU13D07   04 U 13 D 07             960025315
0309 PRU13D08   04 U 13 D 08             960075795
0309 PRU13E01   04 U 13 E 01             960050468
0309 PRU13E02   04 U 13 E 02             960015473
0309 PRU13E03   04 U 13 E 03             960087944
0309 PRU13E08   04 U 13 E 08             960044976
0309 PRU13E09   04 U 13 E 09             960044973
0309 PRU13F01   04 U 13 F 01             960095864
0309 PRU13F02   04 U 13 F 02             960095865
0309 PRU13F03   04 U 13 F 03             960095866
0309 PRU13F04   04 U 13 F 04             960095867
0309 PRU13F11   04 U 13 F 11             960075796
0309 PRL09D01   04002                    184560118
0309 PRL09E03   04002                    960077772
0309 PRL09 CH   04002                    184270040
0309 PRL09 CH   04002                    184420087
0309 PRL09 CH   04002                    184560034
0309 PRL09 CH   04002                    184560023
0309 PRL09 CH   04002                    184560138
0309 PRL09 CH   04002                    184270026
0309 PRL09 CH   04002                    184270061
0309 PRL09 CH   04002                    184270036
0309 PRL09 CH   04002                    184270044
0309 PRL09 CH   04002                    184270065
0309 PRL09 CH   04002                    184560124
0309 PRL09 CH   04002                    184270055
0309 PRL09 CH   04002                    184270088
0309 PRL09 CH   04002                    184560068
0309 PRL09 CH   04002                    184560042
0309 PRL09 CH   04002                    184560080
0309 PRL09D04   04002                    184500048
0309 PRL09A02   04002                    184560105
0309 PRL09E08   04002                    960123462
0309 PRL09A03   04002                    184500056
0309 PRL09C03   04002                    184500061
0309 PRL09E04   04002                    960077836
0309 PRL09E05   04002                    960077773
0309 PRL09 AM   04002                    960071165
0309 PRL09 AM   04002                    960049311
0309 PRL09 AM   04002                    960056216
0309 PRL09 AM   04002                    960083298
0309 PRL09 AM   04002                    960083529
0309 PRL09 AM   04002                    960056213
0309 PRL09 AM   04002                    960259824
0309 PRL09 AM   04002                    960226185
0309 PRL09 AM   04002                    960226184
0309 PRL09 AM   04002                    184500102
0309 PRL09 AM   04002                    960083299
0309 PRL09 AM   04002                    960149409
0309 PRL09 AM   04002                    960226186
0309 PRL09 AM   04002                    184500057
0309 PRL09 AM   04002                    184500165
0309 PRL09 AM   04002                    184500041
0309 PRL09 AM   04002                    960291411
